exercise_name,session_exercises,user_text,event_type,severity
Leg Press,Leg Press; Romanian Deadlift; Dumbbell Curl; Lunge; Barbell Row; Incline Bench Press; Overhead Press; Pull-Up,ran out of time so I cut curl.,none,na
Pull-Up,Hip Thrust; Leg Press; Squat; Incline Bench Press; Pull-Up; Calf Raise,Note: on hip thrust my knees caved.,none,na
Deadlift,Deadlift; Pull-Up; Leg Extension; Lat Pulldown; Leg Press; Barbell Row; Incline Bench Press,"lat pulldown, leg press, and quad extension were brutal.",none,na
Lat Pulldown,Lunge; Deadlift; Face Pull; Hamstring Curl; Barbell Row; Lat Pulldown; Dumbbell Fly; Triceps Pushdown,All good.,none,na
Triceps Pushdown,Lat Pulldown; Squat; Triceps Pushdown; Deadlift; Dumbbell Curl; Hamstring Curl; Overhead Press,machine was taken so I couldn't do rope pushdown!,equipment,high
Dumbbell Curl,Dumbbell Curl; Hamstring Curl; Lunge; Hip Thrust; Triceps Pushdown; Lat Pulldown,Note: on rope pushdown my form broke down. pulldown too easy could increase load!,none,na
Bench Press,Bench Press; Lunge; Deadlift; Squat; Barbell Row; Overhead Press,pull was too heavy. short on time so I cut bp!,time,low
Leg Extension,Overhead Press; Romanian Deadlift; Lunge; Triceps Pushdown; Lat Pulldown; Leg Extension; Pull-Up; Leg Press,"tricep pushdown, lat pulldown, and military press felt easy could add weight next time!",none,na
Incline Bench Press,Leg Press; Overhead Press; Face Pull; Dumbbell Fly; Lunge; Barbell Row; Dumbbell Curl; Incline Bench Press,couldnt finish accessories so I cut incline bench!,time,medium
Barbell Row,Lateral Raise; Dumbbell Fly; Pull-Up; Barbell Row; Lunge; Face Pull; Hamstring Curl,on hamstring curl my knees caved.,none,na
Deadlift,Squat; Dumbbell Fly; Overhead Press; Deadlift; Pull-Up; Hip Thrust; Lunge,on chinup my form broke down!,none,na
Deadlift,Leg Press; Overhead Press; Hamstring Curl; Leg Extension; Deadlift; Hip Thrust,BTW pull was too heavy and I missed reps! rack was occupied so I couldnt do shoulder press!,too_heavy,medium
Incline Bench Press,Lunge; Hamstring Curl; Incline Bench Press; Romanian Deadlift; Lateral Raise; Lat Pulldown; Dumbbell Fly; Overhead Press,side raise and romanian deadlift felt easy.,none,na
Deadlift,Barbell Row; Hip Thrust; Hamstring Curl; Face Pull; Leg Extension; Lat Pulldown; Deadlift; Romanian Deadlift,couldn't get a bnech so I couldn't do row!,none,na
Incline Bench Press,Overhead Press; Dumbbell Curl; Deadlift; Incline Bench Press; Hip Thrust,"Also, felt low energy today. ngl",none,na
Lateral Raise,Pull-Up; Face Pull; Romanian Deadlift; Dumbbell Fly; Lateral Raise,"Also, face pull was too light next time add weight.",none,na
Barbell Row,Pull-Up; Bench Press; Romanian Deadlift; Lateral Raise; Barbell Row; Squat; Overhead Press,"Felt good today, no issues.",none,na
Lunge,Lunge; Squat; Lat Pulldown; Hamstring Curl; Leg Press,lat pulldown had 4 reps in reserve could increase load.,none,na
Romanian Deadlift,Barbell Row; Lunge; Romanian Deadlift; Overhead Press; Squat,"Also, bb row felt easy next time add weight. overhead press missed reps!",none,na
Pull-Up,Pull-Up; Dumbbell Fly; Barbell Row; Hamstring Curl; Lunge; Calf Raise,short on time so I cut hamstring curl.,none,na
Leg Press,Pull-Up; Face Pull; Leg Press; Hip Thrust; Overhead Press,Note: shoulder press and leg press felt light could add weight next time. felt gassed today!,too_light,medium
Barbell Row,Calf Raise; Barbell Row; Hip Thrust; Triceps Pushdown; Squat; Leg Press; Pull-Up; Lateral Raise,squat and side raise were super heavy and I couldn't finish all reps. Overall ok.,none,na
Overhead Press,Lunge; Leg Press; Face Pull; Dumbbell Fly; Incline Bench Press; Lateral Raise; Overhead Press,rear delt had felt tight in my lower back!,none,na
Calf Raise,Bench Press; Calf Raise; Dumbbell Fly; Triceps Pushdown; Leg Press,Everything went fine.,none,na
Overhead Press,Dumbbell Fly; Triceps Pushdown; Overhead Press; Bench Press; Incline Bench Press; Face Pull; Lateral Raise; Dumbbell Curl,time crunch so I cut rear delt.,none,na
Deadlift,Squat; Overhead Press; Leg Extension; Hamstring Curl; Deadlift; Bench Press,"leg extension, leg curl, and bsq were brutal!",none,na
Romanian Deadlift,Deadlift; Calf Raise; Romanian Deadlift; Squat; Lunge; Incline Bench Press; Dumbbell Fly; Pull-Up,"Also, rdl had to stop early and I missed reps!",too_heavy,high
Romanian Deadlift,Lat Pulldown; Romanian Deadlift; Squat; Calf Raise; Lunge; Bench Press; Face Pull; Lateral Raise,had to leave early so I cut lunge. romanian deadlift had felt tight in my shoulder. on face pull my lost tightness.,pain,medium
Hip Thrust,Hip Thrust; Calf Raise; Overhead Press; Lateral Raise; Barbell Row,glute bridge couldn't finish. shoulder press felt super heavy and I failed the last rep!,too_heavy,low
Incline Bench Press,Lunge; Pull-Up; Incline Bench Press; Hamstring Curl; Barbell Row; Squat; Calf Raise; Overhead Press,barbell row was too heavy and I missed reps!,none,na
Hamstring Curl,Lunge; Hamstring Curl; Dumbbell Fly; Incline Bench Press; Lat Pulldown; Pull-Up; Face Pull,Solid session.,none,na
Leg Press,Bench Press; Pull-Up; Leg Press; Face Pull; Incline Bench Press,rear delt failed last set. felt low energy today.,none,na
Lunge,Bench Press; Lunge; Incline Bench Press; Romanian Deadlift; Deadlift; Calf Raise; Hip Thrust,machine was taken so I couldn't do bnech.,none,na
Deadlift,Leg Extension; Bench Press; Hip Thrust; Deadlift; Leg Press; Lunge; Lateral Raise; Incline Bench Press,"Also, glute bridge could go heavier. Overall ok.",none,na
Leg Press,Face Pull; Bench Press; Dumbbell Fly; Squat; Overhead Press; Leg Press; Hip Thrust,felt gassed today. leg press had to stop early and I failed the last rep. ngl,too_heavy,low
Lat Pulldown,Deadlift; Incline Bench Press; Hip Thrust; Dumbbell Curl; Squat; Lat Pulldown,bsq felt super heavy and I failed the last rep! Overall ok.,none,na
Deadlift,Lateral Raise; Squat; Dumbbell Fly; Deadlift; Dumbbell Curl,Everything went fine.,none,na
Pull-Up,Face Pull; Lateral Raise; Bench Press; Calf Raise; Pull-Up,chinup was too light could increase load.,too_light,low
Leg Press,Leg Press; Triceps Pushdown; Lat Pulldown; Dumbbell Fly; Romanian Deadlift; Pull-Up,Everything went fine.,none,na
Dumbbell Fly,Face Pull; Leg Extension; Dumbbell Curl; Hip Thrust; Calf Raise; Triceps Pushdown; Lateral Raise; Dumbbell Fly,face pull felt easy next time add weight. biceps curl felt easy next time add weight.,none,na
Romanian Deadlift,Barbell Row; Bench Press; Overhead Press; Dumbbell Fly; Dumbbell Curl; Triceps Pushdown; Romanian Deadlift,"Also, fly couldn't finish! ohp felt super heavy and I missed reps.",none,na
Lunge,Leg Extension; Squat; Lat Pulldown; Barbell Row; Deadlift; Lateral Raise; Lunge; Hamstring Curl,lateral raise and lunge felt light!,too_light,medium
Bench Press,Incline Bench Press; Leg Extension; Dumbbell Curl; Hip Thrust; Bench Press; Deadlift,dumbbell curl had pain in my ankle.,none,na
Squat,Hamstring Curl; Pull-Up; Lateral Raise; Barbell Row; Squat,Note: felt low energy today! lol,none,na
Romanian Deadlift,Romanian Deadlift; Dumbbell Curl; Dumbbell Fly; Overhead Press; Lat Pulldown; Squat,squat and rdl felt easy.,too_light,medium
Leg Press,Leg Press; Lunge; Dumbbell Fly; Bench Press; Lat Pulldown; Triceps Pushdown; Hamstring Curl,rope pushdown felt super heavy and I failed the last rep!,none,na
Hamstring Curl,Hamstring Curl; Hip Thrust; Pull-Up; Squat; Leg Press,machine was taken so I couldn't do glute bridge. squat missed reps!,none,na
Face Pull,Squat; Lat Pulldown; Romanian Deadlift; Deadlift; Face Pull; Lunge,on deadlift my knees caved! Overall ok.,none,na
Lunge,Triceps Pushdown; Lunge; Hamstring Curl; Leg Extension; Incline Bench Press,pushdown had felt sketchy in my ankle. on split squat my back rounded. Need more rest.,form,high
Dumbbell Curl,Lat Pulldown; Squat; Romanian Deadlift; Calf Raise; Hamstring Curl; Pull-Up; Dumbbell Curl; Hip Thrust,lat pull-down and calves were too heavy! Overall ok. ngl,none,na
Lunge,Incline Bench Press; Triceps Pushdown; Pull-Up; Lat Pulldown; Romanian Deadlift; Lunge,pushdown and split squat were too heavy.,too_heavy,medium
Lunge,Lunge; Lat Pulldown; Leg Press; Dumbbell Fly; Incline Bench Press; Hamstring Curl; Leg Extension,"Also, incline press had 4 reps in reserve next time add weight.",none,na
Barbell Row,Incline Bench Press; Romanian Deadlift; Calf Raise; Bench Press; Hip Thrust; Barbell Row,glute bridge missed reps.,none,na
Incline Bench Press,Bench Press; Overhead Press; Incline Bench Press; Face Pull; Calf Raise; Lat Pulldown,calf raise and rear delt were brutal and I couldn't finish all reps.,none,na
Deadlift,Dumbbell Curl; Romanian Deadlift; Bench Press; Lateral Raise; Deadlift,on flat bench my technique felt off.,none,na
Leg Extension,Lateral Raise; Romanian Deadlift; Pull-Up; Leg Extension; Hamstring Curl,Note: side raise and leg curl were super heavy and I couldn't finish all reps!,none,na
Calf Raise,Calf Raise; Leg Press; Dumbbell Curl; Face Pull; Lunge; Incline Bench Press; Squat,rear delt had felt tight in my elbow! felt low energy today. ngl,none,na
Overhead Press,Lateral Raise; Calf Raise; Lunge; Triceps Pushdown; Incline Bench Press; Overhead Press,felt gassed today! pushdown had 4 reps in reserve next time add weight!,none,na
Barbell Row,Bench Press; Barbell Row; Dumbbell Curl; Hamstring Curl; Lunge; Lat Pulldown; Leg Extension; Deadlift,"hamstring curl, barbell row, and pulldown felt light.",too_light,medium
Leg Press,Pull-Up; Dumbbell Curl; Face Pull; Deadlift; Leg Press,machine was taken so I couldnt do face pull. db curl could go heavier next time add weight.,none,na
Pull-Up,Dumbbell Fly; Lateral Raise; Hamstring Curl; Leg Press; Deadlift; Lunge; Pull-Up; Dumbbell Curl,felt gassed today.,none,na
Incline Bench Press,Overhead Press; Dumbbell Fly; Dumbbell Curl; Barbell Row; Bench Press; Incline Bench Press,Note: db fly smoked me and I failed the last rep. bb row failed last set. Overall ok.,none,na
Leg Press,Deadlift; Leg Press; Dumbbell Curl; Bench Press; Calf Raise; Hip Thrust; Face Pull,Note: curl felt easy next time add weight!,none,na
Deadlift,Deadlift; Hip Thrust; Lat Pulldown; Face Pull; Leg Extension; Pull-Up; Dumbbell Curl; Lateral Raise,gym was packed so I couldn't do pullup! stressful day today!,other,medium
Squat,Calf Raise; Deadlift; Lunge; Lat Pulldown; Squat,Everything went fine.,none,na
Lat Pulldown,Squat; Bench Press; Leg Extension; Romanian Deadlift; Face Pull; Lat Pulldown; Incline Bench Press; Barbell Row,pulldown smoked me and I missed reps.,too_heavy,medium
Squat,Dumbbell Curl; Lunge; Romanian Deadlift; Barbell Row; Hamstring Curl; Leg Extension; Squat,couldn't finish accessories so I cut hamstring curl. curl smoked me. romanian deadlift too easy could increase load! Need more rest.,none,na
Dumbbell Fly,Dumbbell Curl; Deadlift; Triceps Pushdown; Hip Thrust; Dumbbell Fly; Face Pull; Lateral Raise,dumbbell fly failed last set! face pull couldn't finish.,too_heavy,medium
Pull-Up,Pull-Up; Lunge; Lat Pulldown; Calf Raise; Hamstring Curl; Triceps Pushdown; Lateral Raise,ran out of time so I cut pulldown! calves felt super heavy. rope pushdown felt like warmup!,none,na
Incline Bench Press,Incline Bench Press; Hamstring Curl; Lateral Raise; Triceps Pushdown; Leg Extension,Solid session.,none,na
Hamstring Curl,Lat Pulldown; Incline Bench Press; Romanian Deadlift; Deadlift; Hamstring Curl; Leg Extension; Lunge,time crunch so I cut leg curl! Overall ok.,time,medium
Pull-Up,Incline Bench Press; Dumbbell Curl; Hip Thrust; Lateral Raise; Pull-Up,side raise was too light could increase load.,none,na
Squat,Squat; Hip Thrust; Leg Press; Deadlift; Leg Extension; Triceps Pushdown,Note: glute bridge and back squat felt too easy could add weight next time. tbh,too_light,medium
Dumbbell Fly,Pull-Up; Romanian Deadlift; Lunge; Hip Thrust; Dumbbell Fly; Hamstring Curl; Bench Press,"Also, benchpress and hamstring curl felt too easy could add weight next time. lunge was too light. lol",none,na
Deadlift,Overhead Press; Romanian Deadlift; Deadlift; Lunge; Hamstring Curl; Lat Pulldown; Triceps Pushdown; Dumbbell Fly,bad sleep today!,none,na
Hamstring Curl,Bench Press; Deadlift; Hamstring Curl; Overhead Press; Leg Extension; Romanian Deadlift; Dumbbell Curl; Calf Raise,rack was occupied so I couldn't do flat bench!,none,na
Bench Press,Hip Thrust; Incline Bench Press; Calf Raise; Squat; Hamstring Curl; Bench Press; Triceps Pushdown,glute bridge failed last set.,none,na
Romanian Deadlift,Barbell Row; Squat; Dumbbell Curl; Romanian Deadlift; Pull-Up,gym was packed so I couldn't do row.,none,na
Hip Thrust,Dumbbell Fly; Barbell Row; Squat; Hip Thrust; Dumbbell Curl; Incline Bench Press; Lateral Raise; Pull-Up,All good.,none,na
Bench Press,Bench Press; Barbell Row; Leg Extension; Romanian Deadlift; Hip Thrust,short on time so I cut glute bridge! short on time so I cut row. tbh,none,na
Bench Press,Barbell Row; Hip Thrust; Bench Press; Pull-Up; Leg Extension; Face Pull; Leg Press; Calf Raise,hip thrust missed reps.,none,na
Dumbbell Curl,Leg Extension; Pull-Up; Hamstring Curl; Overhead Press; Incline Bench Press; Dumbbell Curl; Face Pull,"Felt good today, no issues.",none,na
Incline Bench Press,Pull-Up; Dumbbell Curl; Overhead Press; Hip Thrust; Triceps Pushdown; Leg Extension; Hamstring Curl; Incline Bench Press,BTW incline press and overhead press were super heavy.,too_heavy,low
Dumbbell Curl,Hamstring Curl; Hip Thrust; Dumbbell Curl; Dumbbell Fly; Overhead Press; Deadlift; Calf Raise,leg curl was too heavy and I failed the last rep. military press failed last set. Overall ok.,none,na
Overhead Press,Lat Pulldown; Face Pull; Triceps Pushdown; Overhead Press; Hip Thrust; Pull-Up; Incline Bench Press; Dumbbell Fly,"chin-up, hip thrust, and lat pull-down were super heavy!",none,na
Lat Pulldown,Lat Pulldown; Calf Raise; Romanian Deadlift; Dumbbell Curl; Leg Extension,rdl and lat pull-down felt easy could add weight next time. calves had to stop early and I failed the last rep.,too_light,medium
Lat Pulldown,Triceps Pushdown; Face Pull; Dumbbell Fly; Bench Press; Lat Pulldown; Incline Bench Press; Dumbbell Curl,All good.,none,na
Hip Thrust,Barbell Row; Leg Extension; Leg Press; Pull-Up; Deadlift; Bench Press; Dumbbell Fly; Hip Thrust,on hip thrust my couldnt keep balance.,form,medium
Overhead Press,Dumbbell Curl; Leg Extension; Triceps Pushdown; Hip Thrust; Lat Pulldown; Overhead Press,Solid session.,none,na
Hamstring Curl,Hamstring Curl; Pull-Up; Lunge; Deadlift; Bench Press; Incline Bench Press; Squat; Lateral Raise,"Felt good today, no issues.",none,na
Dumbbell Fly,Dumbbell Fly; Triceps Pushdown; Lat Pulldown; Hamstring Curl; Barbell Row; Leg Extension; Face Pull,Note: dumbbell fly missed reps!,too_heavy,low
Overhead Press,Overhead Press; Romanian Deadlift; Pull-Up; Lat Pulldown; Dumbbell Curl; Hamstring Curl,on lat pull-down my back rounded!,none,na
Hamstring Curl,Dumbbell Fly; Pull-Up; Overhead Press; Hip Thrust; Squat; Romanian Deadlift; Calf Raise; Hamstring Curl,All good.,none,na
Leg Press,Lat Pulldown; Leg Press; Pull-Up; Calf Raise; Romanian Deadlift; Hip Thrust; Hamstring Curl,BTW rack was occupied so I couldn't do romanian deadlift! leg curl had pain in my wrist.,none,na
Lat Pulldown,Pull-Up; Romanian Deadlift; Dumbbell Fly; Overhead Press; Hamstring Curl; Deadlift; Face Pull; Lat Pulldown,pullup was too heavy and I missed reps.,none,na
Face Pull,Dumbbell Curl; Barbell Row; Hip Thrust; Face Pull; Lat Pulldown; Pull-Up; Leg Extension,quad extension was too heavy! felt gassed today!,none,na
Triceps Pushdown,Pull-Up; Incline Bench Press; Triceps Pushdown; Romanian Deadlift; Face Pull; Hip Thrust; Squat,Everything went fine.,none,na
Romanian Deadlift,Hip Thrust; Lat Pulldown; Dumbbell Fly; Lateral Raise; Hamstring Curl; Romanian Deadlift; Leg Press,leg press was too light could increase load! Overall ok.,none,na
Pull-Up,Pull-Up; Squat; Deadlift; Lunge; Dumbbell Curl; Hip Thrust; Leg Press,curl couldn't finish. on lunge my form broke down!,none,na
Leg Press,Leg Extension; Calf Raise; Barbell Row; Leg Press; Overhead Press; Hamstring Curl; Lateral Raise; Hip Thrust,Everything went fine.,none,na
Dumbbell Fly,Lat Pulldown; Hamstring Curl; Incline Bench Press; Triceps Pushdown; Barbell Row; Dumbbell Fly; Bench Press; Calf Raise,leg curl felt like warmup could increase load.,none,na
Squat,Lat Pulldown; Face Pull; Squat; Bench Press; Deadlift; Incline Bench Press,benchpress and rear delt were brutal!,none,na
Overhead Press,Romanian Deadlift; Calf Raise; Overhead Press; Hip Thrust; Face Pull; Leg Press,"rear delt, glute bridge, and press were too heavy.",none,na
Lateral Raise,Triceps Pushdown; Lateral Raise; Face Pull; Pull-Up; Barbell Row; Deadlift; Lat Pulldown,pull absolutely brutal!,none,na
Overhead Press,Overhead Press; Hamstring Curl; Barbell Row; Leg Press; Squat; Leg Extension,"Also, leg press absolutely brutal and I missed reps.",none,na
Leg Press,Leg Press; Face Pull; Squat; Lunge; Deadlift; Dumbbell Curl; Leg Extension; Pull-Up,Everything went fine.,none,na
Hamstring Curl,Calf Raise; Leg Press; Deadlift; Triceps Pushdown; Dumbbell Curl; Hamstring Curl; Romanian Deadlift; Hip Thrust,hamstring curl had sharp pain in my neck!,pain,low
Hamstring Curl,Squat; Hamstring Curl; Lat Pulldown; Overhead Press; Barbell Row,Note: not recovered today!,other,low
Face Pull,Leg Press; Face Pull; Lateral Raise; Hamstring Curl; Romanian Deadlift; Deadlift; Triceps Pushdown,Everything went fine.,none,na
Lat Pulldown,Lat Pulldown; Calf Raise; Lateral Raise; Dumbbell Curl; Dumbbell Fly,db fly had felt tight in my ankle!,none,na
Squat,Lateral Raise; Barbell Row; Lat Pulldown; Leg Extension; Lunge; Squat,leg extension had felt tight in my hip!,none,na
Romanian Deadlift,Calf Raise; Romanian Deadlift; Overhead Press; Lat Pulldown; Lateral Raise; Pull-Up,"Also, not recovered today.",none,na
Dumbbell Fly,Face Pull; Bench Press; Dumbbell Fly; Squat; Overhead Press; Leg Press; Hip Thrust,felt gassed today. leg press had to stop early and I failed the last rep. ngl,none,na
Triceps Pushdown,Lunge; Overhead Press; Barbell Row; Dumbbell Curl; Hip Thrust; Triceps Pushdown,Note: on hip thrust my couldn't keep balance. Will adjust next time.,none,na
Barbell Row,Leg Press; Bench Press; Deadlift; Lunge; Barbell Row; Pull-Up; Leg Extension; Calf Raise,bb row felt easy could increase load.,too_light,medium
Calf Raise,Calf Raise; Bench Press; Dumbbell Fly; Overhead Press; Lateral Raise; Deadlift,side raise smoked me and I failed the last rep! on fly my back rounded. Overall ok.,none,na
Lat Pulldown,Leg Press; Bench Press; Barbell Row; Incline Bench Press; Calf Raise; Lat Pulldown,on lat pulldown my form broke down.,form,low
Overhead Press,Face Pull; Incline Bench Press; Hip Thrust; Lunge; Hamstring Curl; Dumbbell Curl; Overhead Press,"Also, hip thrust, biceps curl, and hamstring curl felt light could add weight next time.",none,na
Dumbbell Fly,Dumbbell Fly; Squat; Incline Bench Press; Hip Thrust; Face Pull; Lateral Raise,Everything went fine.,none,na
Pull-Up,Dumbbell Curl; Leg Press; Incline Bench Press; Pull-Up; Hamstring Curl; Squat; Face Pull,BTW face pull had hurt in my wrist.,none,na
Hip Thrust,Lateral Raise; Pull-Up; Hip Thrust; Hamstring Curl; Barbell Row; Romanian Deadlift,side raise felt like warmup next time add weight.,none,na
Hip Thrust,Lateral Raise; Romanian Deadlift; Dumbbell Fly; Lat Pulldown; Leg Extension; Hip Thrust,side raise missed reps! Overall ok.,none,na
Lat Pulldown,Pull-Up; Dumbbell Curl; Lat Pulldown; Face Pull; Squat,BTW had to leave early so I cut pulldown.,time,low
Lateral Raise,Lateral Raise; Deadlift; Face Pull; Overhead Press; Dumbbell Fly; Leg Press; Dumbbell Curl; Calf Raise,BTW fly smoked me and I missed reps!,none,na
Bench Press,Overhead Press; Romanian Deadlift; Lat Pulldown; Hamstring Curl; Leg Press; Leg Extension; Calf Raise; Bench Press,rdl had 4 reps in reserve next time add weight.,none,na
Overhead Press,Squat; Hamstring Curl; Leg Extension; Face Pull; Overhead Press; Hip Thrust,felt low energy today.,other,medium
Barbell Row,Face Pull; Lat Pulldown; Leg Press; Barbell Row; Incline Bench Press; Dumbbell Curl; Bench Press; Lateral Raise,"Also, not recovered today. Need more rest.",none,na
Bench Press,Barbell Row; Incline Bench Press; Dumbbell Curl; Face Pull; Leg Extension; Lunge; Deadlift; Bench Press,row had to stop early and I missed reps. bad sleep today! Overall ok.,none,na
Romanian Deadlift,Hamstring Curl; Romanian Deadlift; Pull-Up; Hip Thrust; Squat; Calf Raise,stressful day today.,none,na
Leg Extension,Lateral Raise; Overhead Press; Triceps Pushdown; Hamstring Curl; Lunge; Incline Bench Press; Bench Press; Leg Extension,on incline press my form broke down. couldn't get a bench so I couldn't do bench.,none,na
Deadlift,Dumbbell Fly; Deadlift; Leg Extension; Incline Bench Press; Calf Raise,machine was taken so I couldn't do leg extension!,none,na
Hamstring Curl,Lat Pulldown; Squat; Triceps Pushdown; Deadlift; Dumbbell Curl; Hamstring Curl; Overhead Press,machine was taken so I couldn't do rope pushdown!,none,na
Triceps Pushdown,Lat Pulldown; Pull-Up; Hamstring Curl; Triceps Pushdown; Barbell Row; Lateral Raise; Romanian Deadlift,Note: on pullup my back rounded!,none,na
Leg Press,Bench Press; Squat; Leg Extension; Romanian Deadlift; Dumbbell Fly; Leg Press,back squat missed reps.,none,na
Hamstring Curl,Lat Pulldown; Lateral Raise; Hamstring Curl; Squat; Leg Press,lat pulldown felt easy!,none,na
Barbell Row,Incline Bench Press; Hamstring Curl; Pull-Up; Barbell Row; Lateral Raise,Everything went fine.,none,na
Dumbbell Curl,Romanian Deadlift; Face Pull; Dumbbell Fly; Dumbbell Curl; Lat Pulldown; Incline Bench Press,fly was too light could increase load. rear delt felt easy could increase load. romanian deadlift too easy.,none,na
Triceps Pushdown,Lunge; Calf Raise; Deadlift; Lateral Raise; Triceps Pushdown; Face Pull,on rope pushdown my form broke down!,form,low
Squat,Dumbbell Fly; Leg Extension; Dumbbell Curl; Squat; Hip Thrust; Face Pull; Barbell Row; Pull-Up,pull-up couldnt finish! Overall ok.,none,na
Pull-Up,Leg Extension; Barbell Row; Leg Press; Squat; Lat Pulldown; Pull-Up; Calf Raise; Lateral Raise,Note: back squat had felt tight in my elbow.,none,na
Bench Press,Bench Press; Leg Press; Calf Raise; Incline Bench Press; Lat Pulldown,Note: leg press too easy next time add weight. incline bench felt easy could increase load.,none,na
Squat,Incline Bench Press; Hamstring Curl; Leg Extension; Leg Press; Face Pull; Squat; Lat Pulldown; Overhead Press,on face pull my lost tightness! Need more rest.,none,na
Triceps Pushdown,Incline Bench Press; Barbell Row; Lat Pulldown; Triceps Pushdown; Pull-Up; Leg Press; Dumbbell Fly; Calf Raise,couldnt get a bench so I couldnt do chinup. on tricep pushdown my technique felt off!,form,low
Barbell Row,Hip Thrust; Overhead Press; Deadlift; Calf Raise; Face Pull; Dumbbell Curl; Barbell Row,"Also, row too easy could increase load!",too_light,high
Dumbbell Curl,Leg Press; Dumbbell Fly; Bench Press; Pull-Up; Squat; Dumbbell Curl,sqaut had to stop early and I failed the last rep.,none,na
Lat Pulldown,Overhead Press; Lat Pulldown; Barbell Row; Dumbbell Fly; Pull-Up; Lateral Raise,felt low energy today! pulldown was too heavy and I failed the last rep.,too_heavy,low
Triceps Pushdown,Lat Pulldown; Bench Press; Leg Press; Deadlift; Triceps Pushdown; Lateral Raise; Hip Thrust; Pull-Up,Everything went fine.,none,na
Triceps Pushdown,Lateral Raise; Triceps Pushdown; Dumbbell Fly; Lunge; Hamstring Curl; Deadlift,hamstring curl too easy could increase load! dl absolutely brutal and I failed the last rep.,none,na
Calf Raise,Lunge; Lateral Raise; Calf Raise; Lat Pulldown; Leg Extension; Hamstring Curl; Triceps Pushdown,side raise and calf raise were super heavy. split squat missed reps! Need more rest.,too_heavy,medium
Hamstring Curl,Deadlift; Face Pull; Dumbbell Curl; Bench Press; Overhead Press; Lateral Raise; Hamstring Curl; Leg Press,dumbbell curl was too heavy!,none,na
Incline Bench Press,Overhead Press; Dumbbell Curl; Lateral Raise; Calf Raise; Dumbbell Fly; Leg Extension; Incline Bench Press; Hip Thrust,"Felt good today, no issues.",none,na
Face Pull,Romanian Deadlift; Incline Bench Press; Dumbbell Fly; Overhead Press; Leg Extension; Face Pull; Barbell Row,quad extension and overhead press were super heavy.,none,na
Calf Raise,Face Pull; Lateral Raise; Overhead Press; Calf Raise; Dumbbell Fly; Hamstring Curl,BTW calves and shoulder press felt easy!,too_light,medium
Dumbbell Curl,Calf Raise; Hip Thrust; Bench Press; Lunge; Lat Pulldown; Dumbbell Curl; Romanian Deadlift; Leg Extension,on lat pulldown my technique felt off. felt low energy today.,none,na
Deadlift,Barbell Row; Deadlift; Face Pull; Dumbbell Curl; Lunge,stressful day today! Will adjust next time.,none,na
Dumbbell Fly,Pull-Up; Lateral Raise; Incline Bench Press; Leg Extension; Bench Press; Dumbbell Fly,on chin-up my knees caved. had to leave early so I cut side raise!,none,na
Romanian Deadlift,Romanian Deadlift; Calf Raise; Barbell Row; Leg Extension; Triceps Pushdown,leg extension and calves were super heavy and I couldnt finish all reps.,none,na
Lat Pulldown,Deadlift; Lat Pulldown; Hamstring Curl; Dumbbell Fly; Leg Press,Note: lat pulldown and press were too heavy.,too_heavy,low
Squat,Dumbbell Fly; Lat Pulldown; Bench Press; Hamstring Curl; Leg Press; Squat; Overhead Press,press had felt tight in my lower back. military press had 4 reps in reserve could increase load.,none,na
Lunge,Calf Raise; Squat; Dumbbell Fly; Lunge; Hamstring Curl; Barbell Row,rack was occupied so I couldn't do calves. hamstring curl smoked me and I missed reps.,none,na
Calf Raise,Lunge; Calf Raise; Leg Extension; Hip Thrust; Bench Press,had to leave early so I cut calves!,time,medium
Face Pull,Lat Pulldown; Hip Thrust; Triceps Pushdown; Face Pull; Overhead Press,Everything went fine.,none,na
Hip Thrust,Leg Press; Overhead Press; Calf Raise; Hip Thrust; Lateral Raise,felt gassed today.,other,low
Face Pull,Hamstring Curl; Deadlift; Calf Raise; Lateral Raise; Overhead Press; Face Pull,felt low energy today.,none,na
Pull-Up,Bench Press; Lateral Raise; Triceps Pushdown; Lat Pulldown; Pull-Up,chinup and flat bench felt easy.,too_light,medium
Leg Press,Hip Thrust; Lunge; Leg Press; Face Pull; Leg Extension; Overhead Press,glute bridge missed reps.,none,na
Hamstring Curl,Barbell Row; Triceps Pushdown; Leg Extension; Lateral Raise; Squat; Calf Raise; Hamstring Curl,calves and hamstring curl were brutal and I couldn't finish all reps.,too_heavy,medium
Leg Press,Leg Press; Face Pull; Calf Raise; Overhead Press; Barbell Row; Hamstring Curl,leg press was too light! leg curl couldnt finish! Overall ok.,too_light,low
Face Pull,Leg Extension; Face Pull; Dumbbell Fly; Deadlift; Pull-Up,on leg extension my technique felt off.,none,na
Lunge,Overhead Press; Deadlift; Squat; Calf Raise; Bench Press; Triceps Pushdown; Lunge,squat was too light could increase load.,none,na
Incline Bench Press,Incline Bench Press; Bench Press; Hamstring Curl; Hip Thrust; Romanian Deadlift; Pull-Up,glute bridge couldn't finish!,none,na
Face Pull,Lunge; Dumbbell Fly; Deadlift; Incline Bench Press; Barbell Row; Leg Press; Hip Thrust; Face Pull,BTW rear delt too easy could increase load. tbh,too_light,high
